no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
11058,20110522,07,18,22,30,32,33,06,29,24,12,22,6,2,1
11059,20110524,24,26,27,29,31,33,16,14,15,20,25,29,16,9
11060,20110526,10,11,13,21,27,31,01,18,19,17,22,10,31,8
11061,20110529,02,03,08,13,19,21,03,5,6,19,11,15,28,12
11062,20110531,04,08,09,10,29,30,03,32,21,6,9,7,10,12
11063,20110602,04,06,13,15,18,19,05,33,16,30,27,4,17,1
11064,20110605,03,06,07,29,30,33,02,3,12,19,14,23,25,11
11065,20110607,04,16,23,25,27,29,03,10,27,18,2,12,32,14
11066,20110609,04,06,14,17,30,32,12,25,7,14,33,17,19,5
11067,20110612,17,19,20,24,25,27,12,10,3,6,21,7,32,13
11068,20110614,03,07,10,15,19,24,10,30,23,12,18,2,6,5
11069,20110616,02,13,16,18,24,30,12,28,5,14,29,11,25,3
11070,20110619,01,03,05,12,21,28,12,17,20,31,21,1,33,2
11071,20110621,01,02,15,22,28,30,02,17,2,12,7,9,8,11
11072,20110623,01,06,10,11,18,27,12,32,14,10,20,28,27,3
11073,20110626,03,04,05,12,17,21,14,6,16,2,1,5,4,15
11074,20110628,02,21,26,28,29,32,01,26,2,17,15,25,18,16
11075,20110630,07,09,10,12,31,32,13,12,22,13,1,29,19,2
11076,20110703,06,19,21,26,32,33,13,16,32,29,25,10,4,3
11077,20110705,01,07,08,15,26,29,10,2,14,18,1,12,11,4
11078,20110707,03,05,13,20,22,29,09,11,3,13,30,6,24,1
11079,20110710,03,14,15,16,24,29,05,30,19,24,16,31,28,9
11080,20110712,02,07,09,25,31,32,09,23,9,20,31,3,8,6
11081,20110714,06,14,19,23,25,32,12,31,28,13,14,25,23,13
11082,20110717,07,16,17,20,25,26,04,4,25,20,22,29,7,16
11083,20110719,07,16,18,24,28,29,06,11,28,9,17,14,8,5
11084,20110721,09,10,12,16,18,32,15,8,15,24,33,16,31,5
11085,20110724,03,06,11,21,24,31,10,33,18,29,19,4,17,8
11086,20110726,06,07,09,12,17,24,09,19,10,26,24,4,7,9
11087,20110728,02,03,04,05,18,28,01,6,10,11,8,5,25,2
11088,20110731,03,09,17,20,21,29,04,28,23,7,21,10,17,14
11089,20110802,01,02,11,24,29,30,12,8,6,20,11,18,19,10
11090,20110804,02,05,14,18,21,25,16,9,3,10,27,20,33,13
11091,20110807,09,15,21,23,28,30,03,15,31,19,21,14,7,6
11092,20110809,05,10,17,26,31,32,04,17,27,26,9,28,24,7
11093,20110811,04,07,11,13,23,30,09,19,29,31,27,12,7,10
11094,20110814,09,11,12,17,18,19,05,12,21,11,4,32,7,14
11095,20110816,03,07,08,10,23,24,05,7,6,30,20,23,17,13
11096,20110818,01,04,07,13,14,19,15,19,6,25,29,9,14,16
11097,20110821,09,17,19,20,21,26,16,33,31,17,20,25,4,14
11098,20110823,03,07,20,21,22,32,05,2,3,10,21,4,12,1
11099,20110825,10,12,13,21,26,27,14,20,24,4,6,23,25,10
11100,20110828,07,11,21,23,31,32,05,10,3,11,18,31,6,13
11101,20110830,06,10,19,23,29,31,06,17,7,14,3,15,32,9
11102,20110901,01,05,13,21,27,31,11,15,18,16,5,28,1,8
11103,20110904,04,05,10,13,15,16,12,29,28,15,3,21,31,10
11104,20110906,09,10,16,20,25,29,09,27,3,20,6,21,1,7
11105,20110908,04,06,23,25,27,28,01,31,11,13,16,27,19,15
11106,20110911,02,11,12,14,24,32,14,18,17,25,2,19,16,11
11107,20110913,04,09,16,17,22,29,15,16,7,30,12,5,28,7
11108,20110915,02,17,22,26,29,33,10,20,13,8,4,9,24,10
11109,20110918,01,03,09,15,16,33,15,16,11,8,19,1,25,11
11110,20110920,12,14,21,26,28,33,12,30,7,31,14,4,15,2
11111,20110922,01,03,05,20,25,27,04,9,6,21,8,29,23,12
11112,20110925,03,05,16,18,23,24,15,29,4,1,12,28,8,5
11113,20110927,06,10,11,25,32,33,05,10,26,33,27,3,9,7
11114,20110929,01,14,15,16,30,32,09,32,19,28,25,4,17,16
11115,20111002,07,08,09,12,17,33,16,27,8,25,10,5,16,4
11116,20111004,01,07,11,12,17,27,05,31,12,6,8,14,27,14
11117,20111006,08,10,19,26,28,30,04,22,7,32,12,29,26,4
11118,20111009,05,06,11,14,20,21,10,29,25,33,15,12,8,8
11119,20111011,09,12,14,19,28,32,01,9,20,31,27,7,17,2
11120,20111013,04,14,17,28,30,33,07,23,10,18,15,33,32,1
11121,20111016,04,14,22,25,32,33,02,7,21,27,2,4,25,10
11122,20111018,10,12,18,26,27,31,03,5,1,22,26,33,31,15
11123,20111020,01,04,05,14,19,28,16,1,10,31,5,33,12,3
11124,20111023,09,18,19,26,31,32,16,27,6,22,30,12,17,6
11125,20111025,03,10,15,24,27,32,08,7,2,29,32,30,14,5
11126,20111027,03,07,13,18,23,26,16,15,10,30,29,8,23,8
11127,20111030,16,19,22,23,27,29,11,7,32,10,30,23,2,14
11128,20111101,09,11,14,17,19,23,12,1,30,14,19,23,12,4
11129,20111103,07,10,11,21,23,26,06,14,4,19,32,1,16,15
11130,20111106,07,14,18,23,25,32,15,16,5,9,24,25,10,3
11131,20111108,02,07,09,17,21,25,01,5,1,16,11,29,18,1
11132,20111110,02,05,12,13,25,33,07,21,12,16,32,30,7,12
11133,20111113,12,14,20,21,25,31,16,25,6,27,28,15,23,15
11134,20111115,01,02,06,07,30,31,10,29,23,24,28,32,1,16
11135,20111117,12,13,17,20,25,26,12,29,7,18,3,32,6,12
11136,20111120,02,04,06,20,22,31,07,5,32,9,27,7,19,3
11137,20111122,02,11,18,23,30,33,13,10,24,23,17,15,33,4
11138,20111124,01,05,15,24,28,32,07,1,7,24,8,12,5,4
11139,20111127,08,20,24,27,30,31,03,14,9,23,33,6,1,11
11140,20111129,04,18,20,22,27,29,06,18,8,17,7,5,9,16
11141,20111201,02,04,06,19,24,29,11,18,20,19,27,33,16,8
11142,20111204,12,15,16,26,29,31,02,1,19,8,14,23,18,15
11143,20111206,07,08,12,14,15,30,16,24,29,12,18,13,32,8
11144,20111208,01,02,09,10,16,24,03,31,18,5,7,20,12,14
11145,20111211,02,04,14,15,26,30,04,22,27,25,18,16,11,3
11146,20111213,11,23,26,28,32,33,10,28,25,3,2,13,29,8
11147,20111215,04,08,12,17,18,30,10,1,10,8,23,13,2,13
11148,20111218,05,14,22,23,25,26,14,15,16,18,22,24,33,4
11149,20111220,04,05,06,07,23,31,16,16,15,11,20,4,13,8
11150,20111222,08,10,12,15,22,27,13,16,3,26,19,28,4,12
11151,20111225,07,11,16,19,31,33,10,17,6,28,14,4,13,7
11152,20111227,04,10,11,12,21,26,13,27,10,23,2,11,3,10
11153,20111229,05,08,09,10,20,25,13,21,8,16,22,17,24,9
12001,20120101,01,04,05,09,15,17,06,32,28,1,20,11,7,6
12002,20120103,02,03,07,09,10,32,13,31,2,16,3,18,11,6
12003,20120105,03,06,08,24,29,31,09,6,8,3,22,12,31,16
12004,20120108,01,05,10,11,21,23,16,19,25,15,30,27,9,1
12005,20120110,07,09,18,27,31,33,06,26,5,13,2,12,11,4
12006,20120112,02,22,25,29,32,33,08,8,13,22,26,28,16,6
12007,20120115,10,17,19,27,28,32,04,33,2,27,8,28,5,6
12008,20120117,01,12,20,23,24,29,08,16,20,2,18,14,5,10
12009,20120119,04,16,24,26,27,33,11,32,30,13,19,26,21,13
12010,20120129,01,03,13,19,25,26,10,30,3,21,14,2,24,15
12011,20120131,04,14,15,16,20,26,05,5,30,28,33,11,8,12
12012,20120202,15,17,18,20,23,27,01,23,1,6,30,28,33,6
12013,20120205,06,08,24,29,30,32,13,23,15,6,7,19,5,6
12014,20120207,01,02,05,16,28,30,12,25,33,3,10,29,1,10
12015,20120209,01,03,06,10,21,23,15,31,5,25,28,10,1,12
12016,20120212,02,05,12,17,22,25,08,24,23,18,10,15,33,15
12017,20120214,06,09,14,19,25,28,10,10,19,31,26,20,33,8
12018,20120216,03,05,06,22,26,32,15,18,20,19,13,2,11,5
12019,20120219,07,14,18,20,22,30,16,6,18,10,21,15,5,2
12020,20120221,03,08,12,18,23,29,11,8,15,2,4,5,17,7
12021,20120223,01,15,16,18,22,30,03,32,8,24,27,14,9,9
12022,20120226,04,08,12,24,26,27,04,16,33,26,28,18,15,13
12023,20120228,05,09,15,23,24,33,02,28,33,13,2,17,3,7
12024,20120301,04,12,19,21,25,28,13,14,13,30,8,29,26,14
12025,20120304,03,08,09,17,25,27,06,26,29,6,16,25,32,6
12026,20120306,03,07,09,15,24,25,16,21,26,29,23,2,10,9
12027,20120308,04,16,22,25,30,31,12,1,20,27,2,33,24,7
12028,20120311,10,15,20,21,28,30,11,18,6,24,13,22,16,5
12029,20120313,04,07,15,25,26,28,03,1,26,32,9,6,10,11
12030,20120315,09,10,17,18,21,31,08,7,9,32,26,16,4,10
12031,20120318,04,16,22,24,27,31,03,10,4,1,28,14,2,1
12032,20120320,01,02,10,17,22,24,04,2,31,9,29,10,20,3
12033,20120322,02,03,15,16,17,27,04,10,8,11,2,24,6,15
12034,20120325,02,03,08,23,32,33,16,9,26,12,22,19,24,14
12035,20120327,09,11,12,21,24,26,05,31,16,23,24,18,13,1
12036,20120329,02,11,13,18,19,26,09,27,4,3,14,9,1,16
12037,20120401,05,14,19,24,28,33,09,17,16,13,23,11,5,9
12038,20120403,09,10,11,15,19,33,16,31,25,29,26,10,13,2
12039,20120405,01,02,05,13,22,29,08,20,21,15,12,19,13,1
12040,20120408,03,08,09,22,25,31,10,27,29,31,1,14,26,8
12041,20120410,08,11,15,20,24,32,02,13,21,8,24,11,22,9
12042,20120412,05,06,11,19,24,28,16,19,33,1,4,27,13,6
12043,20120415,02,09,11,21,26,33,03,17,1,11,16,27,14,5
12044,20120417,06,09,10,14,22,25,03,30,5,17,33,16,12,10
12045,20120419,08,11,20,21,27,30,09,8,5,15,33,16,18,4
12046,20120422,04,12,19,20,23,33,06,9,17,27,33,2,28,7
12047,20120424,06,07,11,16,32,33,11,11,22,20,18,4,8,12
12048,20120426,01,05,14,22,24,30,10,14,18,31,15,20,33,6
12049,20120429,04,12,13,19,20,32,02,27,32,11,25,24,14,12
12050,20120501,07,13,15,17,19,24,11,13,3,23,25,29,8,10
12051,20120503,02,12,14,17,30,31,09,23,12,1,20,7,4,3
12052,20120506,02,03,05,06,20,24,04,14,22,3,4,24,15,12
12053,20120508,04,15,22,25,27,33,04,31,30,13,28,24,32,1
12054,20120510,06,14,18,20,30,33,14,15,7,4,22,24,27,16
12055,20120513,04,06,13,20,24,28,01,25,33,2,19,22,6,9
12056,20120515,04,07,14,17,26,31,10,16,25,20,2,26,4,15
12057,20120517,03,05,19,21,27,31,04,22,33,16,13,11,4,9
12058,20120520,03,06,15,20,25,26,04,19,11,31,24,10,29,5
12059,20120522,04,13,21,22,26,31,01,28,8,7,29,3,5,10
12060,20120524,07,10,13,16,17,29,01,3,2,7,25,27,23,1
12061,20120527,03,08,11,12,14,18,14,32,22,27,6,18,1,7
12062,20120529,02,13,16,17,20,31,07,1,29,22,8,28,33,10
12063,20120531,02,10,17,19,24,27,12,11,7,15,18,23,19,10
12064,20120603,05,10,11,16,23,24,11,28,17,8,33,27,6,6
12065,20120605,08,10,18,19,27,31,14,10,23,26,9,11,31,15
12066,20120607,01,02,09,26,29,33,12,22,3,29,16,24,25,13
12067,20120610,04,05,10,21,26,30,16,20,12,7,21,11,17,2
12068,20120612,05,17,22,26,32,33,10,11,20,7,12,33,17,1
12069,20120614,08,10,11,18,20,29,06,30,10,33,14,6,16,11
12070,20120617,02,03,04,24,31,32,11,22,24,26,13,3,30,3
12071,20120619,03,04,19,21,22,23,08,19,20,16,10,25,21,7
12072,20120621,02,03,07,09,13,30,06,20,30,25,23,19,7,12
12073,20120624,04,07,09,10,17,27,05,3,15,5,16,27,23,14
12074,20120626,15,16,18,19,28,32,08,4,3,32,13,21,19,13
12075,20120628,04,06,22,23,29,32,11,29,20,17,31,10,32,16
12076,20120701,11,18,22,27,29,30,15,31,11,21,13,12,30,4
12077,20120703,02,04,13,18,26,28,12,12,19,21,27,15,7,6
12078,20120705,08,15,22,24,28,33,12,21,11,7,18,12,10,3
12079,20120708,06,07,12,24,30,33,12,2,21,31,14,3,7,7
12080,20120710,04,09,14,15,16,27,03,12,4,1,23,14,31,3
12081,20120712,02,05,10,24,25,29,06,22,4,11,29,1,9,15
12082,20120715,02,04,11,18,22,29,06,11,4,3,14,25,7,3
12083,20120717,04,09,14,15,26,33,04,31,17,14,33,20,27,15
12084,20120719,02,10,20,26,28,29,14,30,31,9,32,25,8,15
12085,20120722,05,17,24,30,31,33,05,29,8,15,6,18,5,6
12086,20120724,08,09,13,15,22,23,08,31,24,20,1,4,13,4
12087,20120726,03,10,11,13,14,22,09,18,19,11,9,22,2,9
12088,20120729,03,05,23,24,27,31,15,30,9,22,2,27,13,9
12089,20120731,03,07,10,13,14,25,11,28,3,22,4,24,23,4
12090,20120802,02,13,20,25,29,30,11,25,10,31,24,8,1,15
12091,20120805,01,05,07,08,19,21,16,25,7,15,2,26,13,14
12092,20120807,06,13,17,18,28,32,03,9,28,29,18,1,3,10
12093,20120809,03,05,19,21,24,33,13,3,20,21,7,16,13,4
12094,20120812,06,09,14,16,23,33,15,22,29,16,3,31,1,6
12095,20120814,17,24,27,28,29,30,02,23,14,24,7,31,27,8
12096,20120816,04,07,11,16,29,33,07,26,2,28,4,3,18,12
12097,20120819,05,08,13,14,19,22,06,32,6,25,17,7,19,4
12098,20120821,02,12,19,26,29,31,09,18,1,14,29,8,32,9
12099,20120823,08,12,15,16,21,27,16,28,21,12,24,15,29,16
12100,20120826,05,07,15,18,25,33,10,5,16,27,14,33,19,12
12101,20120828,09,12,17,18,20,33,02,19,23,15,32,20,6,2
12102,20120830,13,25,27,28,29,30,15,24,8,27,4,12,7,16
12103,20120902,04,09,11,14,32,33,02,27,11,30,28,29,31,5
12104,20120904,04,05,09,10,19,28,03,27,22,29,16,18,8,1
12105,20120906,06,13,14,15,17,30,04,33,29,8,31,32,14,13
12106,20120909,13,14,20,22,23,32,16,32,17,1,9,23,22,14
12107,20120911,11,12,15,24,25,31,09,1,16,5,29,19,4,9
12108,20120913,01,09,12,13,19,28,13,25,16,9,12,26,7,2
12109,20120916,02,12,24,26,29,31,03,10,33,31,7,13,29,6
12110,20120918,03,07,10,13,22,32,09,17,33,22,31,6,3,12
12111,20120920,02,09,10,20,22,31,13,9,7,29,28,6,31,5
12112,20120923,08,15,20,21,27,31,06,15,25,13,8,23,5,9
12113,20120925,03,06,09,13,18,32,06,25,13,10,19,9,29,11
12114,20120927,01,06,11,26,27,29,15,5,11,33,13,14,25,10
12115,20120930,03,08,20,24,26,32,14,3,17,14,18,30,33,15
12116,20121002,03,21,26,29,31,32,03,21,23,20,29,28,4,14
12117,20121004,13,15,18,20,24,28,09,16,11,22,13,9,31,12
12118,20121007,05,06,07,12,15,28,11,24,9,30,20,10,8,6
12119,20121009,12,20,25,26,27,28,13,7,30,17,32,21,25,4
12120,20121011,01,04,20,24,28,29,16,16,2,22,6,11,7,9
12121,20121014,01,07,08,20,23,24,11,2,12,23,14,13,22,7
12122,20121016,12,13,19,22,28,29,11,23,29,4,26,17,15,15
12123,20121018,08,10,16,25,28,33,09,22,6,17,12,1,28,2
12124,20121021,06,07,21,25,27,33,11,24,4,30,16,33,8,13
12125,20121023,08,12,13,26,29,33,01,6,8,1,2,33,13,10
12126,20121025,03,05,12,15,23,24,07,2,4,11,19,12,8,10
12127,20121028,01,09,11,21,26,32,08,29,21,15,18,17,20,15
12128,20121030,05,09,12,29,30,31,05,23,33,32,6,22,2,13
12129,20121101,01,07,09,17,21,29,01,30,12,23,22,14,4,7
12130,20121104,01,03,15,20,22,31,03,31,17,15,33,25,6,14
12131,20121106,06,18,19,26,28,32,12,26,5,10,31,21,9,9
12132,20121108,07,12,16,17,21,25,10,1,5,2,24,31,3,16
12133,20121111,01,08,11,20,21,29,02,33,5,12,16,21,20,14
12134,20121113,02,05,06,07,13,23,15,9,7,32,19,5,30,2
12135,20121115,02,05,07,08,11,17,16,26,27,28,30,21,14,7
12136,20121118,02,07,08,17,21,28,11,10,29,6,1,25,22,15
12137,20121120,01,02,04,06,13,17,07,24,28,16,23,29,22,5
12138,20121122,01,07,16,17,19,21,14,25,10,33,12,11,29,13
12139,20121125,08,19,21,24,28,31,15,32,16,24,27,9,1,7
12140,20121127,14,18,27,30,31,33,15,26,21,28,17,8,31,14
12141,20121129,03,05,08,19,20,27,09,10,12,29,33,14,27,6
12142,20121202,05,18,22,28,29,31,06,4,28,15,11,23,24,1
12143,20121204,07,08,18,25,30,32,06,25,3,31,12,14,15,1
12144,20121206,03,10,12,13,27,30,04,28,29,23,9,14,2,2
12145,20121209,05,20,26,27,28,33,03,10,20,33,12,30,3,9
12146,20121211,01,05,07,13,29,32,13,1,3,17,29,5,10,8
12147,20121213,02,12,15,23,24,32,09,18,3,26,16,27,1,8
12148,20121216,03,06,11,17,21,31,07,26,16,14,33,8,21,14
12149,20121218,01,05,13,25,26,32,13,18,23,12,26,7,33,11
12150,20121220,09,11,17,23,24,26,07,2,14,19,6,17,22,4
12151,20121223,05,14,24,25,26,32,01,12,33,16,24,14,31,4
12152,20121225,10,12,18,22,28,29,07,23,31,10,12,14,20,2
12153,20121227,04,05,11,21,27,28,10,31,1,17,12,21,4,15
12154,20121230,05,07,12,16,28,32,04,11,5,23,1,15,3,7
13001,20130101,06,08,14,15,24,25,06,23,6,3,24,25,13,1
13002,20130103,01,16,18,22,28,30,12,29,31,22,15,1,4,5
13003,20130106,22,23,26,27,28,33,09,25,17,2,14,30,27,15
13004,20130108,06,10,16,20,27,32,08,32,23,21,4,15,17,10
13005,20130110,01,13,14,25,31,32,12,19,23,3,9,16,6,9
13006,20130113,09,10,13,17,22,30,13,3,15,5,25,9,31,2
13007,20130115,02,09,15,22,26,32,01,14,20,21,33,10,1,11
13008,20130117,03,08,17,21,25,32,15,17,11,19,9,18,31,5
13009,20130120,01,04,09,13,16,23,02,8,21,2,26,20,10,5
13010,20130122,01,09,11,17,32,33,12,16,13,1,4,8,21,2
13011,20130124,03,12,17,24,27,29,09,33,27,26,15,28,20,4
13012,20130127,06,14,17,22,28,29,02,11,6,17,5,13,32,10
13013,20130129,05,06,13,19,22,28,09,18,1,5,31,24,28,4
13014,20130131,02,04,05,17,19,20,08,13,12,7,32,27,21,10
13015,20130203,05,06,07,11,13,18,15,20,29,7,19,12,32,13
13016,20130205,02,05,06,12,14,28,05,6,3,30,33,28,10,1
13017,20130207,04,06,12,30,31,32,09,25,21,17,28,14,4,4
13018,20130217,02,08,13,28,29,30,05,6,12,17,1,27,3,2
13019,20130219,01,02,05,16,20,26,06,1,17,27,26,20,15,1
13020,20130221,01,07,08,12,16,21,01,15,33,17,27,13,32,3
13021,20130224,01,06,17,19,26,31,11,16,27,28,26,25,18,3
13022,20130226,02,04,07,09,15,20,07,14,5,33,29,4,1,16
13023,20130228,03,06,15,18,30,32,05,9,32,2,28,25,3,13
13024,20130303,04,05,13,23,27,30,09,5,29,15,30,17,23,10
13025,20130305,16,17,18,24,25,30,08,31,1,19,30,11,21,6
13026,20130307,04,11,14,15,22,31,11,11,3,10,29,15,23,10
13027,20130310,01,02,04,12,21,24,12,18,3,29,30,2,27,15
13028,20130312,07,08,14,25,26,28,13,23,21,31,12,29,24,7
13029,20130314,06,07,10,19,23,29,12,3,14,32,5,30,13,7
13030,20130317,07,14,18,25,26,29,06,2,12,27,3,7,16,15
13031,20130319,03,13,14,15,21,33,03,25,29,23,32,3,13,14
13032,20130321,04,21,25,29,30,33,03,11,10,20,19,3,31,6
13033,20130324,05,06,13,17,19,28,01,18,30,23,11,32,4,7
13034,20130326,06,15,20,22,26,33,09,30,24,14,17,18,11,9
13035,20130328,01,14,15,17,26,30,02,19,18,4,21,22,31,14
13036,20130331,04,05,09,27,29,31,13,13,21,7,22,11,4,13
13037,20130402,02,15,18,27,28,32,14,24,14,5,27,29,17,3
13038,20130404,09,10,12,14,15,19,11,27,3,15,18,11,1,8
13039,20130407,01,02,14,15,24,29,06,8,20,30,21,18,16,12
13040,20130409,02,04,10,12,17,30,10,12,32,15,26,11,17,5
13041,20130411,02,10,12,17,23,24,05,30,2,22,3,33,8,16
13042,20130414,01,08,12,13,15,33,03,13,18,12,4,8,3,3
13043,20130416,03,06,14,15,17,25,16,6,33,20,16,26,31,6
13044,20130418,03,05,11,18,26,28,06,19,22,27,7,5,15,6
13045,20130421,06,07,08,14,23,31,12,2,29,26,14,31,20,15
13046,20130423,03,16,19,20,24,26,06,11,25,9,26,15,4,7
13047,20130425,01,08,11,17,27,30,12,20,23,21,19,6,31,4
13048,20130428,10,13,17,28,30,32,04,21,15,3,4,32,5,11
13049,20130430,10,13,14,16,21,32,14,11,8,6,5,25,15,9
13050,20130502,03,07,13,18,22,25,03,32,31,17,11,4,12,14
13051,20130505,08,12,15,19,28,29,02,6,1,22,7,25,23,1
13052,20130507,06,07,14,21,22,24,13,13,19,11,16,10,26,8
13053,20130509,03,12,13,22,30,33,14,22,9,20,4,13,15,14
13054,20130512,03,04,08,14,21,28,14,10,18,17,20,27,4,1
13055,20130514,08,18,19,22,27,32,06,11,5,21,7,25,12,15
13056,20130516,03,12,25,26,28,29,16,20,26,21,9,11,5,11
13057,20130519,13,16,19,23,26,28,05,8,21,16,5,3,13,11
13058,20130521,08,11,17,21,23,24,05,9,11,18,25,23,13,1
13059,20130523,03,10,18,24,27,29,09,31,11,17,15,29,30,6
13060,20130526,05,07,10,13,19,20,15,22,32,18,7,23,10,5
13061,20130528,05,06,07,12,13,18,12,14,32,5,13,2,23,4
13062,20130530,01,06,07,19,22,27,02,9,1,28,11,3,32,11
13063,20130602,10,15,18,20,23,31,12,11,20,6,23,14,29,11
13064,20130604,01,09,13,22,25,32,12,27,19,32,10,9,28,10
13065,20130606,07,18,19,23,29,30,02,33,4,17,10,8,20,16
13066,20130609,01,03,16,17,20,32,07,23,10,30,13,24,1,2
13067,20130611,01,04,09,15,22,30,06,5,25,3,17,30,22,7
13068,20130613,02,07,13,20,25,27,06,17,23,19,14,10,22,8
13069,20130616,07,16,17,18,30,33,06,6,1,21,33,4,18,4
13070,20130618,02,03,09,10,28,30,06,26,3,13,23,11,14,12
13071,20130620,05,12,21,23,26,28,09,18,29,19,4,24,1,1
13072,20130623,02,08,11,14,19,33,09,4,18,12,32,2,16,13
13073,20130625,02,09,13,17,20,28,11,5,31,2,23,28,3,3
13074,20130627,03,06,08,14,19,32,03,11,32,27,14,15,21,8
13075,20130630,04,06,09,25,30,33,14,21,27,5,3,18,29,7
13076,20130702,14,23,24,26,29,30,03,8,19,18,23,24,9,8
13077,20130704,09,14,23,24,26,29,03,6,22,9,32,21,13,2
13078,20130707,03,05,17,18,26,27,15,3,14,33,4,9,6,4
13079,20130709,07,13,17,19,22,26,13,16,14,17,27,24,12,6
13080,20130711,10,11,12,23,28,32,16,23,20,10,24,18,9,10
13081,20130714,01,04,10,13,21,31,13,28,16,11,7,25,33,5
13082,20130716,04,13,14,20,22,30,06,24,9,6,25,32,1,9
13083,20130718,05,06,12,14,19,23,09,31,4,28,2,27,16,3
13084,20130721,05,07,09,11,20,21,03,23,14,12,19,5,6,10
13085,20130723,02,08,12,14,16,32,16,3,20,8,6,18,2,9
13086,20130725,02,04,11,13,16,26,11,22,8,1,2,18,21,15
13087,20130728,02,13,19,23,24,28,05,3,23,7,20,9,24,10
13088,20130730,09,15,20,21,22,24,14,9,8,2,12,15,19,2
13089,20130801,04,08,12,19,21,25,13,26,10,15,7,29,1,10
13090,20130804,02,05,11,23,24,29,08,18,2,23,27,10,19,3
13091,20130806,04,14,24,25,28,31,10,28,17,22,11,6,21,8
13092,20130808,07,11,15,21,26,31,06,28,17,30,6,13,27,5
13093,20130811,01,02,08,26,29,31,14,16,4,18,13,2,33,15
13094,20130813,02,04,14,18,20,22,07,7,2,29,28,27,33,1
13095,20130815,01,06,15,19,28,29,10,5,14,7,13,10,28,7
13096,20130818,01,02,22,28,29,30,15,22,26,8,7,10,29,9
13097,20130820,05,14,17,22,23,25,07,29,3,31,8,27,14,3
13098,20130822,07,15,18,19,20,26,14,29,1,3,7,26,5,4
13099,20130825,05,11,20,21,26,31,03,15,2,19,20,14,32,6
13100,20130827,04,08,11,14,16,20,11,15,16,20,2,14,4,6
13101,20130829,05,07,09,23,27,32,01,16,1,12,5,17,15,3
13102,20130901,02,04,05,06,08,16,03,22,7,24,16,29,10,3
13103,20130903,02,04,09,13,18,20,07,21,19,14,11,29,24,10
13104,20130905,01,02,04,15,17,28,11,10,30,14,22,23,17,4
13105,20130908,01,11,23,27,31,32,09,30,19,10,21,18,16,7
13106,20130910,09,11,23,30,31,32,06,10,8,5,12,22,19,8
13107,20130912,07,09,11,17,28,31,11,14,4,10,31,11,17,6
13108,20130915,16,21,22,28,31,32,05,7,31,23,17,3,29,5
13109,20130917,09,23,24,27,29,32,08,28,23,25,10,30,15,3
13110,20130919,15,17,18,21,29,32,13,12,14,29,21,23,9,11
13111,20130922,01,02,03,06,08,33,13,26,13,2,20,1,5,5
13112,20130924,01,06,12,13,22,31,07,9,31,4,29,8,6,3
13113,20130926,04,07,11,17,24,33,09,24,29,15,20,13,32,3
13114,20130929,04,06,17,21,23,33,07,28,8,25,32,29,30,15
13115,20131001,03,12,16,17,18,27,08,28,5,23,21,7,17,14
13116,20131003,12,15,21,26,32,33,07,22,26,33,14,15,1,1
13117,20131006,09,12,13,24,27,33,16,21,4,33,25,32,9,3
13118,20131008,02,03,17,22,32,33,16,4,14,11,16,22,32,8
13119,20131010,05,15,20,22,26,32,09,5,31,16,1,9,11,13
13120,20131013,05,06,13,18,23,31,11,32,20,18,12,7,8,6
13121,20131015,04,05,06,07,25,27,07,14,17,2,19,9,11,16
13122,20131017,07,10,13,15,26,27,11,23,13,2,33,11,22,9
13123,20131020,01,02,06,11,17,25,02,16,4,27,20,10,25,1
13124,20131022,03,09,15,23,25,30,07,10,1,22,23,21,17,4
13125,20131024,04,06,08,18,25,28,16,8,13,33,25,29,28,14
13126,20131027,04,10,19,27,31,33,16,17,11,25,7,1,31,3
13127,20131029,02,03,13,20,22,33,14,26,7,31,27,11,15,10
13128,20131031,07,13,17,19,25,31,08,13,27,9,23,18,14,7
13129,20131103,05,06,10,14,27,31,14,15,21,9,17,1,7,3
13130,20131105,01,03,15,16,31,33,08,15,13,9,21,6,26,14
13131,20131107,04,06,12,17,19,26,09,6,14,26,8,23,24,5
13132,20131110,20,21,22,23,25,27,12,33,16,7,13,1,29,5
13133,20131112,04,07,12,19,22,25,01,15,23,20,19,6,5,16
13134,20131114,01,17,18,19,25,29,10,20,10,24,26,11,15,7
13135,20131117,09,23,24,25,29,31,12,5,31,10,24,13,9,12
13136,20131119,04,06,14,16,18,26,06,5,21,12,14,1,6,10
13137,20131121,04,17,19,23,24,27,10,27,1,4,25,7,29,2
13138,20131124,04,15,16,24,27,28,03,3,12,31,2,14,32,16
13139,20131126,07,08,11,13,21,27,08,30,20,28,5,23,33,15
13140,20131128,01,05,12,13,21,22,10,11,13,3,5,4,27,8
13141,20131201,03,04,05,25,30,31,04,18,22,2,30,26,12,8
13142,20131203,11,12,14,20,22,29,14,17,19,14,30,26,15,9
13143,20131205,12,18,21,22,27,32,11,12,30,1,14,20,19,15
13144,20131208,05,07,12,19,27,31,02,18,8,19,16,15,29,1
13145,20131210,06,10,13,16,23,24,15,17,1,33,14,2,31,11
13146,20131212,08,20,25,30,32,33,01,28,7,14,27,2,26,8
13147,20131215,02,15,16,17,19,30,08,22,31,8,15,7,28,11
